商品編號,商品名稱,大分類名稱,中分類名稱,小分類名稱,規格,售價,特價,庫存量,品牌,描述,Youtube 影片介紹,購物網址,備註,商品圖片網址1
4715466101173,祥記梅糖(硬)/80g,常溫食品,休閒食品,糖果/果凍/豆乾,無,160,0.0,24,祥記,臺灣態度、堅持 當一切都在快速改變時、我們能留住什麼? 傳承三代一個對家的情感、一份來自臺灣土地的尊重. 我們堅持做「對」的事情、留住祖先的智慧、傳承值得代代相傳的觀念. 堅持自然農法的種植、到生產百分百的無添加產品、 都希望能夠傳達「人情味、天然的最好、用心做事」的理念、 以「在地生產在地人吃」的概念、深耕台灣優質好農產業.,無,https://s1.myqr.com.tw/newshop/177/TypeGoods?type2=5425&type1=5962&type0=5986&pageIndex=0&goodId=46338,無,https://pshop.myqr.com.tw/qrssimage/GoodsImage/126/126319.jpeg?68
4715466101104,祥記梅糖(硬)-抹茶口味/100g,常溫食品,休閒食品,糖果/果凍/豆乾,無,136,0.0,6,祥記,成分:砂糖、麥芽糖、青梅精、抹茶粉、蘋果酸 保存期限:18 個月(標示於包裝上) 保存方法:請置於陰涼乾燥處、避免陽光直射. 原產地:台灣 本商品投保產物險:新光產險 / 產品責任險 2000 萬 規格型號 100g,無,https://s1.myqr.com.tw/newshop/177/TypeGoods?type2=5425&type1=5962&type0=5986&pageIndex=0&goodId=46339,無,https://pshop.myqr.com.tw/qrssimage/GoodsImage/126/126322.jpeg?68
4715466100220,祥記紫蘇梅/720g,常溫食品,休閒食品,糖果/果凍/豆乾,無,409,0.0,9,祥記,**祥記紫蘇梅** 以自然農法用心栽培的台灣青梅、傳承日本古法釀造、低鹽醃漬. 不經漂水處理、不添加任何人工甘味、色素及防腐劑、完整保存青梅果物的營養元素. 靜待一年的熟成才能吃得到的陳釀紫蘇梅、絕非一般調味蜜餞、讓您吃得安心、無負擔.,無,https://s1.myqr.com.tw/newshop/177/TypeGoods?type2=5425&type1=5962&type0=5986&pageIndex=0&goodId=29671,無,https://pshop.myqr.com.tw/qrssimage/GoodsImage/70/70900.jpg?68
4710097111959,麻卡多軟糖/220g,常溫食品,休閒食品,糖果/果凍/豆乾,無,170,0.0,70,源順,【源順】麻卡多軟糖 產品容量:220 公克╱包 (220 公克 / 約 11 小塊 / 包) 成份說明:麥芽、黑芝麻、燕麥粉、葵花油、鹽〔微量〕.全素食、生機健康產品.高濃度芝麻、每塊芝麻糖均為粒粒精選絕對新鮮芝麻. 產品說明: 口感香純、風味十足.採購精選經本廠檢驗通過酸價及黃麴毒素化驗之新鮮芝麻顆粒、並以傳統麥芽調製而成、不使用一般糖.健康有概念.風味絕佳不太甜又不黏牙.香氣口感十足、讓你越吃越順口.絕不採用氫化油脂及添加防腐劑. 購物滿 1500 元以上即可享免運費優惠.〔限台灣本島、外島地區運費另計〕宅配服務、貨送到家、收貨付款方便. 〔保存期限:180 天〕,無,https://s1.myqr.com.tw/newshop/177/TypeGoods?type2=5425&type1=5962&type0=5986&pageIndex=0&goodId=29647,無,https://pshop.myqr.com.tw/qrssimage/GoodsImage/70/70774.png?52
4712803905234,寒天麻辣蒟蒻干/100g,常溫食品,休閒食品,糖果/果凍/豆乾,無,143,0.0,57,宏宇農產,商品名稱】寒天麻辣蒟蒻乾 【產品成分】寒天、蒟蒻、辣椒粉、花椒、鹽、糖、醬油、氫氧化鈣、酵母. 【產品規格】100g 【保存期限】240 天 【保存方法】存放於通風陰冷環境保存、請勿置於高溫、潮濕、日光直射之場所、開封後請置於冰箱冷藏、並於一周內食用完畢. 【食用方法】開封後即可食用. 【素食類型】純素 【過敏原】本產品含大豆及其製品 【產地】台灣,無,https://s1.myqr.com.tw/newshop/177/TypeGoods?type2=5425&type1=5962&type0=5986&pageIndex=0&goodId=46324,無,https://pshop.myqr.com.tw/qrssimage/GoodsImage/126/126303.jpg?52
4712070493267,黑糖餅/250g,常溫食品,休閒食品,糖果/果凍/豆乾,無,95,0.0,86,無,黑糖餅 /250g,無,https://s1.myqr.com.tw/newshop/177/TypeGoods?type2=5425&type1=5962&type0=5986&pageIndex=0&goodId=47367,無,https://pshop.myqr.com.tw/qrssimage/GoodsImage/128/128711.png?87
4712803905418,鳳梨乾/150g,常溫食品,休閒食品,糖果/果凍/豆乾,無,175,0.0,6,宏宇農產,【商品名稱】鳳梨干 【產品成分】新鮮鳳梨、糖 【產品規格】150g 【保存期限】240 天 【保存方法】請存放於 25°C 以下通風陰冷環境保存、請勿置於高溫、潮濕、日光直射之場所. 【食用方法】開封後即可食用. 【素食類型】純素 【過敏原】無 【產地】台灣,無,https://s1.myqr.com.tw/newshop/177/TypeGoods?type2=5425&type1=5962&type0=5986&pageIndex=0&goodId=46325,無,https://pshop.myqr.com.tw/qrssimage/GoodsImage/126/126306.jpg?87
4710887890026,潤喉珠/60粒,常溫食品,休閒食品,糖果/果凍/豆乾,無,135,0.0,40,五味堂,潤喉珠新包裝白色瓶身(圖片 4) 五味堂潤喉珠 60 粒 成分:陳皮、羅漢果、澎大海、麥門冬、甘草、烏梅、百合、菊花、薄荷、蜂蜜 五味堂潤喉錠約 28 克 成分:陳皮、羅漢果、胖大海、麥門冬、甘草、烏梅、百合、菊花、薄荷 食用方法: 一次一粒、口含慢慢溶化、一天 6-8 粒.,無,https://s1.myqr.com.tw/newshop/177/TypeGoods?type2=5425&type1=5962&type0=5986&pageIndex=0&goodId=46948,無,https://pshop.myqr.com.tw/qrssimage/GoodsImage/126/126673.png?87
4712803904565,魯香蒟蒻干/100g,常溫食品,休閒食品,糖果/果凍/豆乾,無,143,0.0,15,宏宇農產,商品名稱】魯香蒟蒻乾 【產品成分】蒟蒻、糖、醬油、鹽、五香粉(大茴、小茴、丁香、肉桂)、胡椒粉、酵母抽出物、氫氧化鈣. 【產品規格】100g 【保存期限】240 天 【保存方法】請存放於通風陰冷環境保存、請勿置於高溫、潮濕、日光直射之場所、開封後請置於冰箱冷藏、並於一周內食用完畢. 【食用方法】開封後即可食用. 【素食類型】純素 【過敏原】本產品含大豆及其製品 【產地】台灣,無,https://s1.myqr.com.tw/newshop/177/TypeGoods?type2=5425&type1=5962&type0=5986&pageIndex=0&goodId=46322,無,https://pshop.myqr.com.tw/qrssimage/GoodsImage/126/126299.png?71
4712304260856,龜苓膏軟飴/350g,常溫食品,休閒食品,糖果/果凍/豆乾,無,165,0.0,16,食鼎,商品描述 純素、不黏牙、不添加防腐劑成份:麥芽糖、鹿角菜膠、洋菜、仙草粉、焦糖色素、椰子油規格:350g 保存期限:12 年個月 產地:台灣 保存方式:請置於陰涼乾燥處、避免置於高溫、潮濕及日光直射處. 營養標示:(每一份 10 公克本包裝含 35 份 / 每份) 熱量 36 大卡 蛋白質 0 公克 脂肪 0 公克 飽和脂肪酸 0 公克 反式脂肪酸 0 公克 碳水化合物 9 公克 糖 4 公克 鈉 2 毫克,無,https://s1.myqr.com.tw/newshop/177/TypeGoods?type2=5425&type1=5962&type0=5986&pageIndex=0&goodId=46313,無,https://pshop.myqr.com.tw/qrssimage/GoodsImage/126/126281.jpeg?8
4719859741540,康健金牌黑棗(去籽)/300g,常溫食品,休閒食品,果乾,無,280,0.0,52,有機園,★特選加州頂級黑棗、採用獨家專利去籽技術 ★新鮮採收新鮮製作、果肉完整多汁美味 ★黑棗素有生命之果的美稱富含膳食纖維與果膠 ★無色素香料、每天 8-10 顆長保順暢喔! 商品詳細介紹: 黑棗&hellip;有人說它是加州梅&hellip;有人稱它黑棗梅.它就是纖維含量很高、美國醫生推薦給病人日常食用、幫助排便順暢與營養補充的好水果.每天吃一些就能補充到日常需要的纖維素!超市賣場處處都可以看到這種果乾、但是請選購我們『康健生機加州金牌去籽黑棗』1 包吃吃看、您一定會感嘆、真是美味! 商品特色 本產品 -- 特選加州頂級黑棗、新鮮採收新鮮製作、每一顆都多汁美味、營養完整.黑棗素有「生命之果」的美稱、果實中含有豐富膳食纖維、果膠、維生素與礦物質、低鈉零膽固醇無脂肪、每天食用 8-10 顆、有幫助維持消化道機能及調理體質的功能. ★食用方式 打開即可食用、或製作糕餅點心添加. 品牌 : 康健生機 成分: 加州去籽黑棗(注意看看營養成分標示膳食纖維鈣質質維生素、營養補充很棒喔!) 內容量: 300/ 包 保存期限: 12 個月 保存方式: 避免陽光直射、請放置陰涼乾燥處.未開封時、可放置陰涼清爽處、開封後請儘速食用. 營養標示份量: 每 100 公克 熱量: 262.8 大卡 蛋白質: 3.0 公克 脂肪: 0 公克 飽和脂肪: 0 公克 反式脂肪: 0 公克 碳水化合物: 62.7 公克 鈉: 4 毫克 膳食纖維: 8.1 公克 鈣: 51 毫克 鐵: 2.5 毫克 維生素 A: 633IU(國際單位) 維生素 C: 3.3 毫克 膽固醇: 0 毫克 其他成份: 鉀 752 毫克 箱入數: 12 包 / 箱 備註: 營養標示數據若與包裝上略有差異時、以實際包裝上標示為準.本產品已投保富邦產物責任險 2000 萬、請安心食用.,無,https://s1.myqr.com.tw/newshop/177/TypeGoods?type2=5425&type1=5962&type0=5988&pageIndex=0&goodId=29133,有機園,https://pshop.myqr.com.tw/qrssimage/GoodsImage/81/81012.png?8
4719859743339,康健美麗果蔓越莓乾(全果粒)/200g,常溫食品,休閒食品,果乾,無,280,0.0,37,有機園,【商品特色】 ★選用北美濕地未榨果汁蔓越莓果製作 ★每 10kg 鮮果產出約 1kg 果乾 ★果實中含有酮、花色素、花青素 ★果肉香 Q 天然美味 ★無糖精、防腐劑、人工色素 選用北美濕地、未經壓榨果汁新鮮蔓越莓果、低糖浸漬酸甜順口、果肉香 Q 天然美味. 每 10kg 鮮果產出約 1kg 果乾、最完整的營養素保留. 如紅寶石般的蔓越莓、果實中豐富的多酚與膳食纖維、是女性保養聖品. 果實中含有大量的酮、花色素、花青素、以及一種特殊的化合物 - 濃縮單寧酸. 製作過程中、絕無添加 - 糖精、防腐劑、人工色素. 【品牌】 康健生機 【規格】 規格:200g/ 包 【產地】 美國 【使用方法】 保存方式:避免陽光直射、請放置陰涼乾燥處.未開封時、可放置陰涼清爽處、開封後請儘速食用. 【商品成分╱食品添加物╱營養標示】 商品成分:如上圖 營養標示:如上圖 【廠商資訊:名稱╱電話╱地址】 名稱:有幾園生物科技股份有限公司 電話:(04)2639-9889 地址:台中市梧棲區港埠路一段 537 號 【產地】 美國 【產品責任險】投保金額非為理賠金額 富邦產品責任險投保字號:富邦 0504 字第 21AML0001931 號 【本產品已投保富邦產品責任險 2000 萬】投保金額不等同理賠金額 【食品登錄字號】 B-116264386-00000-5,無,https://s1.myqr.com.tw/newshop/177/TypeGoods?type2=5425&type1=5962&type0=5988&pageIndex=0&goodId=29132,無,https://pshop.myqr.com.tw/qrssimage/GoodsImage/81/81013.png?43
4719859744107,康健雙采ˋ果乾/280g,常溫食品,休閒食品,果乾,無,280,0.0,25,有機園,康健生機.雙采果乾 嚴選超 Q 完整果粒的蔓越莓、配上葡萄乾與青提子、 讓口感呈現更多變化、每一口都能享受不同的滋味. 雙采果乾含豐富的多種營養與膳食纖維、 可促進腸道蠕動、增加飽足感、是隨時補充能量的最佳選擇. 重量 / 容量:280g 內容物:葡萄乾(智利)、蔓越莓(北美)、青堤子(中國) 原產地(國):葡萄乾(智利)、蔓越莓(北美)、青堤子(中國) 有效期限:425 天 食用方式:開封後可直接食用 保存方式:常溫 注意事項:避免陽光直射、請放置陰涼乾燥處、開封後請冷藏. 廠商名稱:有幾園生物科技股份有限公司 廠商電話:04-26399889 廠商地址:435 台中市梧棲區港埠路一段 537 號 食品登入字號:B-116264386-00000-5,無,https://s1.myqr.com.tw/newshop/177/TypeGoods?type2=5425&type1=5962&type0=5988&pageIndex=0&goodId=29136,無,https://pshop.myqr.com.tw/qrssimage/GoodsImage/81/81011.png?43
4710587840284,梅香莊梅干/85g,常溫食品,休閒食品,果乾,無,120,0.0,89,梅香莊,商品特色 / 製程 / 規格 【商品特色】 採用台灣本土青梅製作、有籽、不含糖精、甜精、人工色素、漂白劑及防腐劑 而且無農藥殘留、出貨前還會通過金屬探測機的檢測、讓消費者能更加安心食用、 已通過美國 FDA 及日本厚生省嚴格檢驗. 不似市售酸梅習慣以厚厚一層糖粉調味、極品梅干清淡爽口、 因為有果核梅肉較少、口感也比&quot;極品梅肉&quot;要酸一些、 吃得到青梅應有的風味、也確實能解膩發止渴. 除了當提神止渴的零嘴外、也可放入綠茶自製健康梅子綠茶 是夏天不可或缺的消暑飲品、自製的也喝得安心. 此外、夾鏈式的代扣設計便於保存食用、也不怕受潮走味、本商品不添加阿斯巴甜、 特別使用蔗糖素作為甜味劑、蔗糖素是一種價格十分昂貴的蔗糖轉化無熱量代糖、 梅香莊為台灣唯一使用蔗糖素之酸梅製造廠. [生產資訊] 生產商:梅香莊企業有限公司 地址:彰化縣員林鎮崙雅巷 8-20 號 電話:(04)831-3233 工廠登記證:99-679006-01 經銷商:大匠文創整合行銷有限公司 地址:台北市松江路 42 號 11 樓之 4 統編:54643233 電話:02-2536-7238,無,https://s1.myqr.com.tw/newshop/177/TypeGoods?type2=5425&type1=5962&type0=5988&pageIndex=0&goodId=29601,無,https://pshop.myqr.com.tw/qrssimage/GoodsImage/70/70645.jpg?27
4710587840383,梅香莊梅肉/55g,常溫食品,休閒食品,果乾,無,120,0.0,68,梅香莊,產品介紹: 採用台灣本土青梅製作、無籽、微酸微鹹、梅味香甜 產品特色: 無添加阿斯巴甜、糖精、甜精、防腐劑、漂白劑且無農藥及重金屬殘留. 通過美國 FDA 及日本厚生省嚴格檢驗 補充說明: 成分:梅、鹽、蔗糖素(甜味劑)、甘草 *蔗糖素為一種價格十分昂貴的蔗糖轉化無熱量代糖* *梅香莊為台灣唯一使用蔗糖素之酸梅製造廠* *梅子上的白色粉末為鹽巴及甘味料的結晶物 對品質沒有任何影響 敬請安心食用* Q:孕婦可以吃嗎? A:梅香莊的梅子系列產品、調味時皆有加極微量的甘草、如果以報導文中的劑量來計算、一個孕婦大約要每周吃下 100 公斤(約 5 萬顆)的梅子、才可能造成影響 任何的食品、過與不及對身體都不好、就算是燕窩魚翅、也不宜攝取過量. 本產品已投保產品責任險一千萬元正 保存期限:1 年 [生產資訊] 生產商:梅香莊企業有限公司 地址:彰化縣員林鎮崙雅巷 8-20 號 電話:(04)831-3233 工廠登記證:99-679006-01 經銷商:大匠文創整合行銷有限公司 地址:台北市松江路 42 號 11 樓之 4 統編:54643233 電話:02-2536-7238,無,https://s1.myqr.com.tw/newshop/177/TypeGoods?type2=5425&type1=5962&type0=5988&pageIndex=0&goodId=29605,無,https://pshop.myqr.com.tw/qrssimage/GoodsImage/70/70660.jpg?63
4715466100213,祥記紫蘇梅包/220g,常溫食品,休閒食品,果乾,無,200,0.0,27,祥記,【食品業者登錄字號】A123886760-00000-8 【投保產品責任險公司與字號】新光產險 130006AKP0000287 【製造廠商或國內負責廠商名稱】崇贏實業股份有限公司 【製造廠商或國內負責廠商電話】02-28276918 【製造廠商或國內負責廠商地址】台北市北投區尊賢街 218 巷 42 號 1 樓 【食物過敏原標示】無 【葷 / 純素 / 奶蛋素】純素 【內容量(重量)】220g 【產地】:台灣,無,https://s1.myqr.com.tw/newshop/177/TypeGoods?type2=5425&type1=5962&type0=5988&pageIndex=0&goodId=29669,無,https://pshop.myqr.com.tw/qrssimage/GoodsImage/70/70884.jpg?63
4715466300040,祥記薰梅果/8g(16粒),常溫食品,休閒食品,果乾,無,180,0.0,25,祥記,將青梅精使用山藥粉及蜂蜜塑形而成、加入烏梅提味、減少食用青梅精時對味道的不確定性、讓食用者更容易接受、也因為丸形的設計、大大的增加外出食用的便利性. 有層次的梅精、取八分熟青梅、平鋪在焙炕上.以龍眼木為柴低溫燻製、手工翻動、水分均勻收乾.經過悶燻與人工照料、製成烏梅、另外再萃取 99% 青梅精華、將兩者融合成小顆粒狀、幫助消化、方便攜帶. 商品品名:祥記熏梅果 16 粒 / 包 商品規格:16 粒 / 包 商品重(容)量:16 粒 / 包 內容物名稱(成分):烏梅、蜂蜜、青梅精、山藥 原產地(國):台灣 備註欄:有效日期、商品成分及相關資訊以包裝上為主,無,https://s1.myqr.com.tw/newshop/177/TypeGoods?type2=5425&type1=5962&type0=5988&pageIndex=0&goodId=47334,歐特 慈心驗證 慈心認證 慈心有機驗證,https://pshop.myqr.com.tw/qrssimage/GoodsImage/128/128629.jpg?63
4712834523025,歐特滿分優果-有機全果蔓越莓乾(袋裝)/100g,常溫食品,休閒食品,果乾,無,200,0.0,-18,歐特,品名:有機全果蔓越莓乾 內容物:有機蔓越莓乾(有機蔓越莓、有機糖、有機葵花油) 淨重:100 公克 保存期限:12 個月(未開封) 保存方式:請存放於陰涼乾燥處、開封後請儘快食用完畢. 原產地:加拿大 營養標示每一份量 20 公克本包裝含 5 份 每份每 100 公克 熱量 73 大卡 363 大卡 蛋白質 0.1 公克 0.6 公克 脂肪 0.3 公克 1.5 公克 飽和脂肪 0 公克 0 公克 反式脂肪 0 公克 0 公克 碳水化合物 17.3 公克 86.7 公克 糖 14.2 公克 71.1 公克 鈉 11 毫克 53 毫克 正原有機國際有限公司 (02)2957-6628 新北市板橋區信義路 163 巷 5 號 10 樓 慈心有機驗證股份有限公司驗證 驗證證書字號:1-009-210078,無,https://s1.myqr.com.tw/newshop/177/TypeGoods?type2=5425&type1=5962&type0=5988&pageIndex=0&goodId=33174,歐特 慈心驗證 慈心認證 慈心有機驗證,https://pshop.myqr.com.tw/qrssimage/GoodsImage/79/79937.jpg?98
4712834523032,歐特滿分優果有機綜合堅果乾(袋裝)/100g,常溫食品,休閒食品,果乾,無,200,0.0,36,歐特,商品規格 ●100g/ 包 購買注意事項 本產品有堅果種子類及其製品、不適合其過敏體質者食用. 本產品生產製程廠房、其設備或生產管線有處理堅果種子類、含有麩質的穀類、大豆、芝麻及其製品. 本產品部份內容物以機器去殼、偶有去殼不完全現象、食用時請注意. 本產品內含果乾、會造成堅果脆度不一、此屬正常現象、敬請安心食用. 內含脫氧劑請勿食用.,無,https://s1.myqr.com.tw/newshop/177/TypeGoods?type2=5425&type1=5962&type0=5988&pageIndex=0&goodId=46220,歐特 慈心驗證 慈心認證 慈心有機驗證,https://pshop.myqr.com.tw/qrssimage/GoodsImage/125/125956.jpg?98
4712304063031,櫻桃番茄乾/150g,常溫食品,休閒食品,果乾,無,150,0.0,14,食鼎,品名 - 櫻桃番茄乾 成分:番茄、糖、鹽 重量:150g 保存期限:6 個月 總代理:食鼎企業股份有限公司 開封應於一周內食用完畢以保新鮮、未食用完或長時間不食用請置於冰箱冷藏以保新鮮口感! ★台灣在地新鮮採收番茄製成 ★果肉飽滿厚實、酸甜好滋味 ★口感軟而不膩、吃得到纖維 ★低溫烘焙、保留茄紅素營養 ★無色素、無香料、無防腐劑,無,https://s1.myqr.com.tw/newshop/177/TypeGoods?type2=5425&type1=5962&type0=5988&pageIndex=0&goodId=46312,無,https://pshop.myqr.com.tw/qrssimage/GoodsImage/126/126280.jpeg?82
4712304263062,植物肉條/200g,常溫食品,休閒食品,植物肉,無,150,0.0,10,食鼎,品名:植物肉條 - 原味 成份:組織化植物蛋白(非基因改造小麥蛋白、非基因改造玉米澱粉、棕櫚油)、砂糖、醬油、食鹽、D- 山梨醇液、酵母抽出物、甘草粉、黑胡椒粉、香料、檸檬酸、黑胡椒粒、辣椒粉、花椒粉、琥珀酸二納(調味劑). 重量:200 公克 保存方法:請置於陰涼乾燥處、避免高溫、潮溼及日曬場所、開封後密封冷藏保存、並儘早食用完畢. 保存期限:6 個月 產地:台灣 營養標示每一份量 20 公克本包裝含 10 份 每份每 100 公克 熱量 79 大卡 394 大卡 蛋白質 5.9 公克 29.5 公克 脂肪 2.5 公克 12.3 公克 飽和脂肪 0.6 公克 3.0 公克 反式脂肪 0.0 公克 0 公克 碳水化合物 8.2 公克 41.2 公克 糖 3.7 公克 18.6 公克,無,https://s1.myqr.com.tw/newshop/177/TypeGoods?type2=5425&type1=5962&type0=7873&pageIndex=0&goodId=47368,無,https://pshop.myqr.com.tw/qrssimage/GoodsImage/128/128715.png?82
4712304263079,植物辣肉條/200g,常溫食品,休閒食品,植物肉,無,150,0.0,2,食鼎,品名:植物肉條 - 辣味 成份:組織化植物蛋白(非基因改造小麥蛋白、非基因改造玉米澱粉、棕櫚油)、砂糖、醬油、食鹽、D- 山梨醇液、酵母抽出物、甘草粉、黑胡椒粉、香料、檸檬酸、黑胡椒粒、辣椒粉、花椒粉、琥珀酸二納(調味劑). 重量:200 公克 保存方法:請置於陰涼乾燥處、避免高溫、潮溼及日曬場所、開封後密封冷藏保存、並儘早食用完畢. 保存期限:6 個月 產地:台灣 營養標示每一份量 20 公克本包裝含 10 份 每份每 100 公克 熱量 79 大卡 394 大卡 蛋白質 5.9 公克 29.5 公克 脂肪 2.5 公克 12.3 公克 飽和脂肪 0.6 公克 3.0 公克 反式脂肪 0.0 公克 0 公克 碳水化合物 8.2 公克 41.2 公克 糖 3.7 公克 18.6 公克,無,https://s1.myqr.com.tw/newshop/177/TypeGoods?type2=5425&type1=5962&type0=7873&pageIndex=0&goodId=47369,無,https://pshop.myqr.com.tw/qrssimage/GoodsImage/128/128714.png?18
4712511471236,米森有機加州甜杏仁/150g,常溫食品,堅果食品,堅果,無,315,0.0,15,米森,米森有機加州甜杏仁 嚴選有機食品、完全採用有機農法種植作物、不使用農藥、化學肥料及任何人工添加物、完整保留有機食品的天然成份、照顧全家人的身體、也愛護地球的每一寸土地. 有機農法:回歸大地最純淨的生命力為宗旨!從嚴格選種開始、到淨化土壤的管理、使大地不受重金屬、化肥、農藥、及除草劑的汙染、給予人們無汙染及最有生命力的作物、使身體遠離現代精緻飲食及化學添加物所帶來的負擔. 【商品規格】 原料:有機加州甜杏仁 驗證單位:慈心有機驗證股份有限公司 有機農產品驗證證書字號:1-009-210002 規格:150 公克 保存期限:12 個月(未開封前) 保存方式:避免日光直射、置於陰涼乾燥處、開封後請冷藏並請儘快食用完畢 原產地:台灣 【青荷御膳房】 生菜沙拉:輕烘焙、可直接加州甜杏仁放入生菜沙拉食用或當零嘴食用. 炒鍋煮法:將加州甜杏仁直接放入鍋中、並加入適量「蜂蜜、有機糖或鹽」、用中火翻炒約 5~8 分鐘後即可食用. 烤箱煮法:將加州甜杏仁直接攪拌適量的「蜂蜜、有機糖或鹽」後、放入烤盤、以中熱度烘烤約 3~4 分鐘後、即可食用. 產品內容物與規格說明 / 保固資訊 1.品名:【米森】有機加州甜杏仁 2.淨重、容量:150g 3.食品添加物名稱:無 4 原產地:美國 5.保存期限:12 個月 委託工廠:簡單生活開發有限公司 (通過國際 ISO22000 及 HACCP 食品安全認證) 地址:桃園市龜山區南上路 386 巷 1 號 電話:03-3590035 驗證單位:慈心有機驗證股份有限公司 有機農產品驗證證書字號:1-009-210002 ◆產品資訊若與包裝上略有差異時、以實際包裝上標示為準 青荷國際有限公司 地址:桃園市龜山區振興路 1165-1 號 電話:03-3594557 &middot;產地:台灣 【營養標示】 每一份量 30 公克、本包裝含 5 份 每份 每 100 公克 熱量 182 大卡 607 大卡 蛋白質 8.2 公克 27.3 公克 脂肪 14.3 公克 47.8 公克,無,https://s1.myqr.com.tw/newshop/177/TypeGoods?type2=5425&type1=5963&type0=5987&pageIndex=0&goodId=28555,青荷 慈心驗證 慈心認證 慈心有機驗證,https://pshop.myqr.com.tw/qrssimage/GoodsImage/66/66346.jpg?2
4712511471205,米森有機南瓜子/350g,常溫食品,堅果食品,堅果,無,285,0.0,13,米森,米森有機南瓜子仁 嚴選有機食品、完全採用有機農法種植作物、不使用農藥、化學肥料及任何人工添加物、完整保留有機食品的天然成份、照顧全家人的身體、也愛護地球的每一寸土地. 有機農法:回歸大地最純淨的生命力為宗旨!從嚴格選種開始、到淨化土壤的管理、使大地不受重金屬、化肥、農藥、及除草劑的汙染、給予人們無汙染及最有生命力的作物、使身體遠離現代精緻飲食及化學添加物所帶來的負擔. 【商品規格】 原料:有機南瓜子 驗證單位:慈心有機驗證股份有限公司 有機農產品驗證證書字號:1-009-210002 規格:350 公克 保存期限:12 個月(未開封前) 保存方式:避免日光直射、置於陰涼乾燥處、開封後請冷藏並請儘快食用完畢 原產地:中國 【營養標示】 每一份量 35 公克、本包裝含 10 份 每份 每 100 公克 熱量 205 大卡 589 大卡 蛋白質 8.8 公克 25 公克 脂肪 16.1 公克 46 公克 飽和脂肪 3.2 公克 9.0 公克 反式脂肪 0.0 公克 0.0 公克 碳水化合物 6.3 公克 18 公克 糖 0.4 公克 1.0 公克 鈉 6 毫克 18 毫克 ※營養標示數據若與包裝上略有差異時、以實際包裝上標示為準. 【青荷御膳房】 有機堅果生菜沙拉:直接將有機南瓜子加入生菜沙拉中、一同攪拌即可食用. 有機堅果精力湯:直接將有機南瓜子及精力湯相關食材、一同加入調理果汁機中一同打碎後即可食用. 【注意事項】 1.內附乾燥,無,https://s1.myqr.com.tw/newshop/177/TypeGoods?type2=5425&type1=5963&type0=5987&pageIndex=0&goodId=28556,青荷 慈心驗證 慈心認證 慈心有機驗證,https://pshop.myqr.com.tw/qrssimage/GoodsImage/66/66350.jpg?2
4712511471182,米森有機腰果/200g,常溫食品,堅果食品,堅果,無,270,0.0,14,米森,米森有機腰果 嚴選有機食品、完全採用有機農法種植作物、不使用農藥、化學肥料及任何人工添加物、完整保留有機食品的天然成份、照顧全家人的身體、也愛護地球的每一寸土地. 有機農法:回歸大地最純淨的生命力為宗旨!從嚴格選種開始、到淨化土壤的管理、使大地不受重金屬、化肥、農藥、及除草劑的汙染、給予人們無汙染及最有生命力的作物、使身體遠離現代精緻飲食及化學添加物所帶來的負擔. 【商品規格】 原料:有機腰果 驗證單位:慈心有機驗證股份有限公司 有機農產品驗證證書字號:1-009-210002 規格:200 公克 保存期限:12 個月(未開封前) 保存方式:避免日光直射、置於陰涼乾燥處、開封後請冷藏並請儘快食用完畢 原產地:越南 【青荷御膳房】 炒鍋煮法:將腰果直接放入鍋中、並加入適量「蜂蜜、有機糖或鹽」、用中火翻炒約 5~8 分鐘後即可食用. 烤箱煮法:將腰果直接攪拌適量的「蜂蜜、有機糖或鹽」後、放入烤盤、以中熱度烘烤約 3~4 分鐘後、即可食用. 備註 1.內附乾燥劑及脫氧劑(依各別產品而有所不同) 請勿食用 2.本產品為農產品 無添加化學藥劑 其外觀結塊及色澤略有變異為正常現象請安心食用 3.保存請置放於陰涼乾燥處 開封後請冷藏並儘快食用完畢 4.有效日期:標示於外包裝上(西元年 / 月 / 日) 產品內容物與規格說明 / 保固資訊 1.品名:【米森 Vilson】有機腰果 2.淨重、容量:200g 3.食品添加物名稱:無 4.原產地:越南 5.保存期限:12 個月(未開封前) 6.廠商名稱:青荷國際有限公司 7.電話:03-359-4557 8.地址:桃園市龜山區振興路 1165-1 號 &middot;產地:越南 【食品業者登錄字號】H-124407269-00000-9 【投保產品責任險公司與字號】明台產物保險股份有限公司、字號:0009PDT00094 【製造廠商或國內負責廠商名稱】青荷國際有限公司 【製造廠商或國內負責廠商電話】03-359-4557 【製造廠商或國內負責廠商地址】桃園市龜山區振興路 1165-1 號 【食物過敏原標示】無 【葷 / 純素 / 奶蛋素】純素,無,https://s1.myqr.com.tw/newshop/177/TypeGoods?type2=5425&type1=5963&type0=5987&pageIndex=0&goodId=28553,青荷 慈心驗證 慈心認證 慈心有機驗證,https://pshop.myqr.com.tw/qrssimage/GoodsImage/66/66336.jpg?2
